Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","01/10/2024 15:50 UTC"
"Last updated:","13 June 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=6CpU9t
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,"ALG,BAH,ARE,IRQ,ISR,JOR,KUW,LEB,LBY,MAU,MOR,OMN,QAT,SAU,GAZ,SYR,TUN,UAE,WSH,YEM"
"Country of asylum:","ALB,AND,ARM,AUS,AZE,BLR,BEL,BSN,BVT,BUL,HRV,CYP,CZE,DEN,EST,FRO,FIN,FRA,GEO,GFR,GIB,GRE,GRL,VAT,HUN,ICE,IRE,ITA,LVA,LIE,LTU,LUX,MTA,MCO,MNE,NET,MCD,NOR,POL,POR,MDA,ROM,RUS,SMA,SRB,SVK,SVN,SPA,SJM,SWE,SWI,TUR,UKR,GBR"
Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers
2019,Algeria,Montenegro,DZA,MNE,0,48
2019,Algeria,Malta,DZA,MLT,0,15
2019,Algeria,"Netherlands (Kingdom of the)",DZA,NLD,15,293
2019,Algeria,Norway,DZA,NOR,6,0
2019,Algeria,Poland,DZA,POL,5,10
2019,Algeria,Portugal,DZA,PRT,0,5
2019,Algeria,Romania,DZA,ROU,0,55
2019,Algeria,Spain,DZA,ESP,61,1345
2019,Algeria,"Serbia and Kosovo: S/RES/1244 (1999)",DZA,SRB,0,5
2019,Algeria,Slovenia,DZA,SVN,0,41
2019,Algeria,Sweden,DZA,SWE,60,70
2019,Algeria,Switzerland,DZA,CHE,162,147
2019,Algeria,Ukraine,DZA,UKR,0,12
2019,Egypt,Albania,EGY,ALB,5,0
2019,Egypt,Armenia,EGY,ARM,5,0
2019,Egypt,Austria,EGY,AUT,220,151
2019,Egypt,Azerbaijan,EGY,AZE,0,5
2019,Egypt,Belgium,EGY,BEL,115,27
2019,Egypt,Belarus,EGY,BLR,5,0
2019,Egypt,"Bosnia and Herzegovina",EGY,BIH,0,5
2019,Egypt,Bulgaria,EGY,BGR,15,6
2019,Egypt,Cyprus,EGY,CYP,115,1007
2019,Egypt,Czechia,EGY,CZE,8,5
2019,Egypt,Denmark,EGY,DNK,16,10
2019,Egypt,Estonia,EGY,EST,5,0
2019,Egypt,Finland,EGY,FIN,19,28
2019,Egypt,France,EGY,FRA,1091,417
2019,Egypt,"United Kingdom of Great Britain and Northern Ireland",EGY,GBR,860,510
2019,Egypt,Georgia,EGY,GEO,60,114
2019,Egypt,Germany,EGY,DEU,2310,2187
2019,Egypt,Greece,EGY,GRC,343,1502
2019,Egypt,Croatia,EGY,HRV,7,0
2019,Egypt,Hungary,EGY,HUN,11,0
2019,Egypt,Iceland,EGY,ISL,6,0
2019,Egypt,Ireland,EGY,IRL,30,68
2019,Egypt,Italy,EGY,ITA,2379,638
2019,Egypt,Luxembourg,EGY,LUX,5,5
2019,Egypt,Latvia,EGY,LVA,5,5
2019,Egypt,Montenegro,EGY,MNE,0,5
2019,Egypt,Malta,EGY,MLT,74,60
2019,Egypt,"Netherlands (Kingdom of the)",EGY,NLD,205,189
2019,Egypt,Norway,EGY,NOR,59,10
2019,Egypt,Poland,EGY,POL,71,16
2019,Egypt,Portugal,EGY,PRT,0,9
2019,Egypt,Romania,EGY,ROU,19,25
2019,Egypt,"Russian Federation",EGY,RUS,0,5
2019,Egypt,Spain,EGY,ESP,39,125
2019,Egypt,Slovakia,EGY,SVK,5,0
2019,Egypt,Sweden,EGY,SWE,391,506
2019,Egypt,Switzerland,EGY,CHE,115,24
2019,Egypt,Ukraine,EGY,UKR,5,15
2019,Bahrain,France,BHR,FRA,10,0
2019,Bahrain,"United Kingdom of Great Britain and Northern Ireland",BHR,GBR,177,12
2019,Bahrain,Germany,BHR,DEU,89,5
2019,Bahrain,Ireland,BHR,IRL,5,5
2019,Bahrain,Italy,BHR,ITA,5,0
2019,Bahrain,"Netherlands (Kingdom of the)",BHR,NLD,9,0
2019,Bahrain,Sweden,BHR,SWE,17,5
2019,Bahrain,Switzerland,BHR,CHE,5,0
2019,Palestinian,Albania,PSE,ALB,7,5
2019,Palestinian,Armenia,PSE,ARM,7,0
2019,Palestinian,Azerbaijan,PSE,AZE,5,0
2019,Palestinian,Belgium,PSE,BEL,844,877
2019,Palestinian,Belarus,PSE,BLR,0,5
2019,Palestinian,"Bosnia and Herzegovina",PSE,BIH,0,5
2019,Palestinian,Cyprus,PSE,CYP,2059,330
2019,Palestinian,Denmark,PSE,DNK,20,0
2019,Palestinian,France,PSE,FRA,1109,230
2019,Palestinian,"United Kingdom of Great Britain and Northern Ireland",PSE,GBR,608,345
2019,Palestinian,Georgia,PSE,GEO,0,14
2019,Palestinian,Greece,PSE,GRC,2756,1530
2019,Palestinian,Croatia,PSE,HRV,6,7
2019,Palestinian,Hungary,PSE,HUN,90,6
2019,Palestinian,Iceland,PSE,ISL,37,11
2019,Palestinian,Ireland,PSE,IRL,117,52
2019,Palestinian,Italy,PSE,ITA,1086,90
2019,Palestinian,Latvia,PSE,LVA,6,0
2019,Palestinian,"Rep. of Moldova",PSE,MDA,5,0
2019,Palestinian,Montenegro,PSE,MNE,0,5
2019,Palestinian,Malta,PSE,MLT,70,24
2019,Palestinian,"Netherlands (Kingdom of the)",PSE,NLD,160,42
2019,Palestinian,Poland,PSE,POL,17,8
2019,Palestinian,Portugal,PSE,PRT,5,0
2019,Palestinian,Romania,PSE,ROU,58,15
2019,Palestinian,"Russian Federation",PSE,RUS,10,0
2019,Palestinian,Spain,PSE,ESP,1184,1385
2019,Palestinian,"Serbia and Kosovo: S/RES/1244 (1999)",PSE,SRB,0,7
2019,Palestinian,Slovakia,PSE,SVK,7,0
2019,Palestinian,Slovenia,PSE,SVN,14,16
2019,Palestinian,Sweden,PSE,SWE,1167,714
2019,Palestinian,Ukraine,PSE,UKR,10,39
2019,Iraq,Albania,IRQ,ALB,8,0
2019,Iraq,Armenia,IRQ,ARM,1087,0
2019,Iraq,Austria,IRQ,AUT,8568,4733
2019,Iraq,Azerbaijan,IRQ,AZE,5,6
2019,Iraq,Belgium,IRQ,BEL,5602,879
2019,Iraq,Belarus,IRQ,BLR,12,0
2019,Iraq,"Bosnia and Herzegovina",IRQ,BIH,0,205
2019,Iraq,Bulgaria,IRQ,BGR,1300,82
2019,Iraq,Cyprus,IRQ,CYP,919,357
2019,Iraq,Czechia,IRQ,CZE,146,6
2019,Iraq,Denmark,IRQ,DNK,314,73
2019,Iraq,Estonia,IRQ,EST,22,0
2019,Iraq,Finland,IRQ,FIN,8862,3509
2019,Iraq,France,IRQ,FRA,8829,1330
2019,Iraq,"United Kingdom of Great Britain and Northern Ireland",IRQ,GBR,5752,5338
2019,Iraq,Georgia,IRQ,GEO,527,66
2019,Iraq,Germany,IRQ,DEU,141650,34890
2019,Iraq,Greece,IRQ,GRC,9614,7283
2019,Iraq,Croatia,IRQ,HRV,106,130
2019,Iraq,Hungary,IRQ,HUN,621,68
2019,Iraq,Iceland,IRQ,ISL,196,86
2019,Iraq,Ireland,IRQ,IRL,398,81
2019,Iraq,Italy,IRQ,ITA,6994,934
2019,Iraq,Liechtenstein,IRQ,LIE,7,0
2019,Iraq,Lithuania,IRQ,LTU,65,9
2019,Iraq,Luxembourg,IRQ,LUX,310,90
2019,Iraq,Latvia,IRQ,LVA,36,0
2019,Iraq,"North Macedonia",IRQ,MKD,0,8
2019,Iraq,"Rep. of Moldova",IRQ,MDA,21,5
2019,Iraq,Montenegro,IRQ,MNE,0,5
2019,Iraq,Malta,IRQ,MLT,84,5
2019,Iraq,"Netherlands (Kingdom of the)",IRQ,NLD,8423,675
2019,Iraq,Norway,IRQ,NOR,1634,82
2019,Iraq,Poland,IRQ,POL,272,24
2019,Iraq,Portugal,IRQ,PRT,181,5
2019,Iraq,Romania,IRQ,ROU,881,278
2019,Iraq,"Russian Federation",IRQ,RUS,17,5
2019,Iraq,Spain,IRQ,ESP,292,250
2019,Iraq,"Serbia and Kosovo: S/RES/1244 (1999)",IRQ,SRB,13,9
2019,Iraq,Slovakia,IRQ,SVK,214,0
2019,Iraq,Slovenia,IRQ,SVN,43,19
2019,Iraq,Sweden,IRQ,SWE,12460,2879
2019,Iraq,Switzerland,IRQ,CHE,4545,671
2019,Iraq,Türkiye,IRQ,TUR,1279,173245
2019,Iraq,Ukraine,IRQ,UKR,80,93
2019,Israel,Austria,ISR,AUT,12,0
2019,Israel,Belgium,ISR,BEL,5,0
2019,Israel,France,ISR,FRA,7,0
2019,Israel,"United Kingdom of Great Britain and Northern Ireland",ISR,GBR,7,10
2019,Israel,Germany,ISR,DEU,39,41
2019,Israel,Ireland,ISR,IRL,5,0
2019,Israel,Italy,ISR,ITA,9,0
2019,Israel,Norway,ISR,NOR,8,0
2019,Israel,Spain,ISR,ESP,0,10
2019,Israel,Sweden,ISR,SWE,25,20
2019,Israel,Switzerland,ISR,CHE,5,0
2019,Jordan,Austria,JOR,AUT,78,26
2019,Jordan,Belgium,JOR,BEL,26,31
2019,Jordan,Bulgaria,JOR,BGR,7,0
2019,Jordan,Cyprus,JOR,CYP,38,98
2019,Jordan,Czechia,JOR,CZE,0,5
2019,Jordan,Denmark,JOR,DNK,0,7
2019,Jordan,Finland,JOR,FIN,5,11
2019,Jordan,France,JOR,FRA,32,5
2019,Jordan,"United Kingdom of Great Britain and Northern Ireland",JOR,GBR,73,99
2019,Jordan,Georgia,JOR,GEO,0,25
2019,Jordan,Germany,JOR,DEU,435,448
2019,Jordan,Greece,JOR,GRC,24,27
2019,Jordan,Ireland,JOR,IRL,6,10
2019,Jordan,Italy,JOR,ITA,41,10
2019,Jordan,Malta,JOR,MLT,5,0
2019,Jordan,"Netherlands (Kingdom of the)",JOR,NLD,5,122
2019,Jordan,Norway,JOR,NOR,7,0
2019,Jordan,Poland,JOR,POL,0,5
2019,Jordan,Portugal,JOR,PRT,0,5
2019,Jordan,Romania,JOR,ROU,6,5
2019,Jordan,Spain,JOR,ESP,30,30
2019,Jordan,Sweden,JOR,SWE,284,273
2019,Jordan,Switzerland,JOR,CHE,59,0
2019,Jordan,Ukraine,JOR,UKR,5,8
2019,Kuwait,Austria,KWT,AUT,9,0
2019,Kuwait,Belgium,KWT,BEL,6,0
2019,Kuwait,France,KWT,FRA,164,401
2019,Kuwait,"United Kingdom of Great Britain and Northern Ireland",KWT,GBR,640,342
2019,Kuwait,Germany,KWT,DEU,30,31
2019,Kuwait,Greece,KWT,GRC,104,97
2019,Kuwait,Ireland,KWT,IRL,50,24
2019,Kuwait,Italy,KWT,ITA,13,5
2019,Kuwait,Luxembourg,KWT,LUX,0,5
2019,Kuwait,"Netherlands (Kingdom of the)",KWT,NLD,5,0
2019,Kuwait,Spain,KWT,ESP,0,5
2019,Kuwait,Sweden,KWT,SWE,32,26
2019,Kuwait,Switzerland,KWT,CHE,6,0
2019,Libya,Austria,LBY,AUT,124,48
2019,Libya,Azerbaijan,LBY,AZE,5,0
2019,Libya,Belgium,LBY,BEL,81,55
2019,Libya,Belarus,LBY,BLR,8,0
2019,Libya,"Bosnia and Herzegovina",LBY,BIH,0,5
2019,Libya,Cyprus,LBY,CYP,10,5
2019,Libya,Czechia,LBY,CZE,15,0
2019,Libya,Denmark,LBY,DNK,7,5
2019,Libya,Finland,LBY,FIN,27,5
2019,Libya,France,LBY,FRA,1028,631
2019,Libya,"United Kingdom of Great Britain and Northern Ireland",LBY,GBR,3755,896
2019,Libya,Germany,LBY,DEU,1987,1179
2019,Libya,Greece,LBY,GRC,40,38
2019,Libya,Croatia,LBY,HRV,5,0
2019,Libya,Hungary,LBY,HUN,7,0
2019,Libya,Iceland,LBY,ISL,8,0
2019,Libya,Ireland,LBY,IRL,220,16
2019,Libya,Italy,LBY,ITA,1436,192
2019,Libya,Luxembourg,LBY,LUX,5,30
2019,Libya,"Rep. of Moldova",LBY,MDA,0,5
2019,Libya,Montenegro,LBY,MNE,0,6
2019,Libya,Malta,LBY,MLT,2748,357
2019,Libya,"Netherlands (Kingdom of the)",LBY,NLD,278,164
2019,Libya,Norway,LBY,NOR,61,7
2019,Libya,Poland,LBY,POL,31,7
2019,Libya,Portugal,LBY,PRT,15,10
2019,Libya,Romania,LBY,ROU,0,30
2019,Libya,Spain,LBY,ESP,51,140
2019,Libya,"Serbia and Kosovo: S/RES/1244 (1999)",LBY,SRB,45,0
2019,Libya,Sweden,LBY,SWE,393,90
2019,Libya,Switzerland,LBY,CHE,312,50
2019,Libya,Ukraine,LBY,UKR,0,19
2019,Lebanon,Armenia,LBN,ARM,24,0
2019,Lebanon,Austria,LBN,AUT,107,125
2019,Lebanon,Belgium,LBN,BEL,121,81
2019,Lebanon,Bulgaria,LBN,BGR,28,5
2019,Lebanon,Cyprus,LBN,CYP,52,99
2019,Lebanon,Czechia,LBN,CZE,5,8
2019,Lebanon,Denmark,LBN,DNK,26,13
2019,Lebanon,Finland,LBN,FIN,12,5
2019,Lebanon,France,LBN,FRA,147,38
2019,Lebanon,"United Kingdom of Great Britain and Northern Ireland",LBN,GBR,180,126
2019,Lebanon,Georgia,LBN,GEO,6,7
2019,Lebanon,Germany,LBN,DEU,1656,2245
2019,Lebanon,Greece,LBN,GRC,55,55
2019,Lebanon,Hungary,LBN,HUN,5,0
2019,Lebanon,Ireland,LBN,IRL,5,10
2019,Lebanon,Italy,LBN,ITA,372,97
2019,Lebanon,Luxembourg,LBN,LUX,0,5
2019,Lebanon,Latvia,LBN,LVA,5,0
2019,Lebanon,Malta,LBN,MLT,0,5
2019,Lebanon,"Netherlands (Kingdom of the)",LBN,NLD,50,107
2019,Lebanon,Norway,LBN,NOR,25,0
2019,Lebanon,Poland,LBN,POL,0,22
2019,Lebanon,Romania,LBN,ROU,5,0
2019,Lebanon,"Russian Federation",LBN,RUS,6,0
2019,Lebanon,Spain,LBN,ESP,25,175
2019,Lebanon,Sweden,LBN,SWE,542,455
2019,Lebanon,Switzerland,LBN,CHE,43,20
2019,Lebanon,Ukraine,LBN,UKR,8,16
2019,Mauritania,Austria,MRT,AUT,5,5
2019,Mauritania,Belgium,MRT,BEL,271,80
2019,Mauritania,Denmark,MRT,DNK,0,5
2019,Mauritania,France,MRT,FRA,5675,1307
2019,Mauritania,"United Kingdom of Great Britain and Northern Ireland",MRT,GBR,6,5
2019,Mauritania,Germany,MRT,DEU,41,97
2019,Mauritania,Greece,MRT,GRC,55,18
2019,Mauritania,Croatia,MRT,HRV,5,0
2019,Mauritania,Italy,MRT,ITA,355,8
2019,Mauritania,Luxembourg,MRT,LUX,0,5
2019,Mauritania,"Netherlands (Kingdom of the)",MRT,NLD,5,5
2019,Mauritania,Norway,MRT,NOR,5,0
2019,Mauritania,Portugal,MRT,PRT,5,0
2019,Mauritania,Spain,MRT,ESP,5,120
2019,Mauritania,Sweden,MRT,SWE,13,5
2019,Mauritania,Switzerland,MRT,CHE,10,5
2019,Morocco,Austria,MAR,AUT,36,111
2019,Morocco,Belgium,MAR,BEL,145,109
2019,Morocco,Bulgaria,MAR,BGR,5,0
2019,Morocco,Cyprus,MAR,CYP,0,7
2019,Morocco,Czechia,MAR,CZE,5,0
2019,Morocco,Denmark,MAR,DNK,8,34
2019,Morocco,Finland,MAR,FIN,40,30
2019,Morocco,France,MAR,FRA,794,518
2019,Morocco,"United Kingdom of Great Britain and Northern Ireland",MAR,GBR,220,206
2019,Morocco,Georgia,MAR,GEO,0,5
2019,Morocco,Germany,MAR,DEU,800,1147
2019,Morocco,Greece,MAR,GRC,175,265
2019,Morocco,Croatia,MAR,HRV,0,12
2019,Morocco,Iceland,MAR,ISL,5,13
2019,Morocco,Ireland,MAR,IRL,10,46
2019,Morocco,Italy,MAR,ITA,1284,1102
2019,Morocco,Luxembourg,MAR,LUX,0,30
2019,Morocco,"North Macedonia",MAR,MKD,0,13
2019,Morocco,Montenegro,MAR,MNE,0,261
2019,Morocco,Malta,MAR,MLT,31,59
2019,Morocco,"Netherlands (Kingdom of the)",MAR,NLD,49,259
2019,Morocco,Norway,MAR,NOR,27,10
2019,Morocco,Portugal,MAR,PRT,9,28
2019,Morocco,Romania,MAR,ROU,0,46
2019,Morocco,Spain,MAR,ESP,366,1980
2019,Morocco,"Serbia and Kosovo: S/RES/1244 (1999)",MAR,SRB,0,20
2019,Morocco,Slovenia,MAR,SVN,0,60
2019,Morocco,Sweden,MAR,SWE,250,238
2019,Morocco,Switzerland,MAR,CHE,68,58
2019,Morocco,Ukraine,MAR,UKR,0,16
2019,Oman,"United Kingdom of Great Britain and Northern Ireland",OMN,GBR,19,17
2019,Oman,Germany,OMN,DEU,9,11
2019,Oman,Spain,OMN,ESP,0,5
2019,Qatar,"United Kingdom of Great Britain and Northern Ireland",QAT,GBR,5,10
2019,Qatar,Germany,QAT,DEU,5,0
2019,"Saudi Arabia",Austria,SAU,AUT,6,0
2019,"Saudi Arabia",Belgium,SAU,BEL,8,0
2019,"Saudi Arabia",Czechia,SAU,CZE,6,0
2019,"Saudi Arabia",France,SAU,FRA,18,0
2019,"Saudi Arabia","United Kingdom of Great Britain and Northern Ireland",SAU,GBR,212,152
2019,"Saudi Arabia",Germany,SAU,DEU,145,39
2019,"Saudi Arabia",Greece,SAU,GRC,7,0
2019,"Saudi Arabia",Ireland,SAU,IRL,13,8
2019,"Saudi Arabia",Italy,SAU,ITA,25,20
2019,"Saudi Arabia",Malta,SAU,MLT,5,0
2019,"Saudi Arabia","Netherlands (Kingdom of the)",SAU,NLD,21,10
2019,"Saudi Arabia",Norway,SAU,NOR,8,0
2019,"Saudi Arabia",Spain,SAU,ESP,5,5
2019,"Saudi Arabia",Sweden,SAU,SWE,55,11
2019,"Saudi Arabia",Switzerland,SAU,CHE,11,9
2019,"Syrian Arab Rep.",Albania,SYR,ALB,13,0
2019,"Syrian Arab Rep.",Armenia,SYR,ARM,14730,16
2019,"Syrian Arab Rep.",Austria,SYR,AUT,51955,1304
2019,"Syrian Arab Rep.",Azerbaijan,SYR,AZE,20,0
2019,"Syrian Arab Rep.",Belgium,SYR,BEL,16604,1019
2019,"Syrian Arab Rep.",Belarus,SYR,BLR,68,0
2019,"Syrian Arab Rep.","Bosnia and Herzegovina",SYR,BIH,21,46
2019,"Syrian Arab Rep.",Bulgaria,SYR,BGR,17551,297
2019,"Syrian Arab Rep.",Cyprus,SYR,CYP,7372,4073
2019,"Syrian Arab Rep.",Czechia,SYR,CZE,408,18
2019,"Syrian Arab Rep.",Denmark,SYR,DNK,20046,210
2019,"Syrian Arab Rep.",Estonia,SYR,EST,127,0
2019,"Syrian Arab Rep.",Finland,SYR,FIN,2585,77
2019,"Syrian Arab Rep.",France,SYR,FRA,18244,3244
2019,"Syrian Arab Rep.","United Kingdom of Great Britain and Northern Ireland",SYR,GBR,10389,1228
2019,"Syrian Arab Rep.",Georgia,SYR,GEO,91,26
2019,"Syrian Arab Rep.",Germany,SYR,DEU,572818,41280
2019,"Syrian Arab Rep.",Greece,SYR,GRC,26696,16165
2019,"Syrian Arab Rep.",Croatia,SYR,HRV,527,10
2019,"Syrian Arab Rep.",Hungary,SYR,HUN,934,7
2019,"Syrian Arab Rep.",Iceland,SYR,ISL,109,19
2019,"Syrian Arab Rep.",Ireland,SYR,IRL,2882,54
2019,"Syrian Arab Rep.",Italy,SYR,ITA,4781,917
2019,"Syrian Arab Rep.",Liechtenstein,SYR,LIE,32,0
2019,"Syrian Arab Rep.",Lithuania,SYR,LTU,453,6
2019,"Syrian Arab Rep.",Luxembourg,SYR,LUX,951,200
2019,"Syrian Arab Rep.",Latvia,SYR,LVA,354,0
2019,"Syrian Arab Rep.","North Macedonia",SYR,MKD,17,14
2019,"Syrian Arab Rep.","Rep. of Moldova",SYR,MDA,210,5
2019,"Syrian Arab Rep.",Montenegro,SYR,MNE,0,14
2019,"Syrian Arab Rep.",Malta,SYR,MLT,1706,482
2019,"Syrian Arab Rep.","Netherlands (Kingdom of the)",SYR,NLD,31694,3092
2019,"Syrian Arab Rep.",Norway,SYR,NOR,14359,252
2019,"Syrian Arab Rep.",Poland,SYR,POL,542,23
2019,"Syrian Arab Rep.",Portugal,SYR,PRT,768,5
2019,"Syrian Arab Rep.",Romania,SYR,ROU,2090,146
2019,"Syrian Arab Rep.","Russian Federation",SYR,RUS,593,110
2019,"Syrian Arab Rep.",Spain,SYR,ESP,14133,2805
2019,"Syrian Arab Rep.","Serbia and Kosovo: S/RES/1244 (1999)",SYR,SRB,25,25
2019,"Syrian Arab Rep.",Slovakia,SYR,SVK,14,5
2019,"Syrian Arab Rep.",Slovenia,SYR,SVN,307,15
2019,"Syrian Arab Rep.",Sweden,SYR,SWE,113418,2226
2019,"Syrian Arab Rep.",Switzerland,SYR,CHE,18755,918
2019,"Syrian Arab Rep.",Türkiye,SYR,TUR,3576370,0
2019,"Syrian Arab Rep.",Ukraine,SYR,UKR,462,161
2019,Tunisia,Austria,TUN,AUT,7,40
2019,Tunisia,Belgium,TUN,BEL,54,24
2019,Tunisia,"Bosnia and Herzegovina",TUN,BIH,0,5
2019,Tunisia,Bulgaria,TUN,BGR,5,0
2019,Tunisia,Cyprus,TUN,CYP,0,5
2019,Tunisia,Czechia,TUN,CZE,0,6
2019,Tunisia,Denmark,TUN,DNK,0,5
2019,Tunisia,Finland,TUN,FIN,5,5
2019,Tunisia,France,TUN,FRA,368,305
2019,Tunisia,"United Kingdom of Great Britain and Northern Ireland",TUN,GBR,60,60
2019,Tunisia,Germany,TUN,DEU,218,574
2019,Tunisia,Greece,TUN,GRC,21,42
2019,Tunisia,Croatia,TUN,HRV,0,9
2019,Tunisia,Hungary,TUN,HUN,8,5
2019,Tunisia,Iceland,TUN,ISL,0,5
2019,Tunisia,Ireland,TUN,IRL,5,10
2019,Tunisia,Italy,TUN,ITA,713,315
2019,Tunisia,Luxembourg,TUN,LUX,0,25
2019,Tunisia,Malta,TUN,MLT,13,26
2019,Tunisia,"Netherlands (Kingdom of the)",TUN,NLD,19,80
2019,Tunisia,Norway,TUN,NOR,5,5
2019,Tunisia,Poland,TUN,POL,0,5
2019,Tunisia,Romania,TUN,ROU,0,21
2019,Tunisia,Spain,TUN,ESP,7,305
2019,Tunisia,"Serbia and Kosovo: S/RES/1244 (1999)",TUN,SRB,0,5
2019,Tunisia,Slovenia,TUN,SVN,0,11
2019,Tunisia,Sweden,TUN,SWE,52,71
2019,Tunisia,Switzerland,TUN,CHE,205,27
2019,"United Arab Emirates",Belgium,ARE,BEL,5,0
2019,"United Arab Emirates","United Kingdom of Great Britain and Northern Ireland",ARE,GBR,23,8
2019,"United Arab Emirates",Germany,ARE,DEU,39,0
2019,"United Arab Emirates",Italy,ARE,ITA,5,0
2019,"United Arab Emirates",Sweden,ARE,SWE,5,0
2019,"Western Sahara",France,ESH,FRA,715,293
2019,"Western Sahara","United Kingdom of Great Britain and Northern Ireland",ESH,GBR,12,0
2019,"Western Sahara",Greece,ESH,GRC,9,11
2019,"Western Sahara",Italy,ESH,ITA,5,0
2019,"Western Sahara",Spain,ESH,ESP,19,50
2019,"Western Sahara",Switzerland,ESH,CHE,9,5
2019,Yemen,Armenia,YEM,ARM,22,0
2019,Yemen,Austria,YEM,AUT,311,70
2019,Yemen,Azerbaijan,YEM,AZE,11,0
2019,Yemen,Belgium,YEM,BEL,51,56
2019,Yemen,Belarus,YEM,BLR,24,5
2019,Yemen,"Bosnia and Herzegovina",YEM,BIH,0,10
2019,Yemen,Bulgaria,YEM,BGR,13,5
2019,Yemen,Cyprus,YEM,CYP,25,10
2019,Yemen,Czechia,YEM,CZE,20,0
2019,Yemen,Denmark,YEM,DNK,5,0
2019,Yemen,Estonia,YEM,EST,5,0
2019,Yemen,Finland,YEM,FIN,263,57
2019,Yemen,France,YEM,FRA,454,62
2019,Yemen,"United Kingdom of Great Britain and Northern Ireland",YEM,GBR,819,290
2019,Yemen,Georgia,YEM,GEO,32,29
2019,Yemen,Germany,YEM,DEU,2629,890
2019,Yemen,Greece,YEM,GRC,574,213
2019,Yemen,Croatia,YEM,HRV,7,0
2019,Yemen,Hungary,YEM,HUN,18,0
2019,Yemen,Iceland,YEM,ISL,5,5
2019,Yemen,Ireland,YEM,IRL,16,7
2019,Yemen,Italy,YEM,ITA,151,40
2019,Yemen,Luxembourg,YEM,LUX,10,5
2019,Yemen,"Rep. of Moldova",YEM,MDA,8,0
2019,Yemen,Montenegro,YEM,MNE,7,0
2019,Yemen,Malta,YEM,MLT,0,6
2019,Yemen,"Netherlands (Kingdom of the)",YEM,NLD,791,546
2019,Yemen,Norway,YEM,NOR,219,19
2019,Yemen,Poland,YEM,POL,9,0
2019,Yemen,Portugal,YEM,PRT,9,0
2019,Yemen,Romania,YEM,ROU,29,0
2019,Yemen,"Russian Federation",YEM,RUS,97,20
2019,Yemen,Spain,YEM,ESP,206,675
2019,Yemen,"Serbia and Kosovo: S/RES/1244 (1999)",YEM,SRB,0,10
2019,Yemen,Slovakia,YEM,SVK,21,0
2019,Yemen,Slovenia,YEM,SVN,6,0
2019,Yemen,Sweden,YEM,SWE,1659,193
2019,Yemen,Switzerland,YEM,CHE,130,12
2019,Yemen,Ukraine,YEM,UKR,5,48
2020,Algeria,Austria,DZA,AUT,34,123
2020,Algeria,Belgium,DZA,BEL,70,205
2020,Algeria,"Bosnia and Herzegovina",DZA,BIH,0,5
2020,Algeria,Bulgaria,DZA,BGR,0,13
2020,Algeria,Cyprus,DZA,CYP,8,7
2020,Algeria,Czechia,DZA,CZE,0,5
2020,Algeria,Denmark,DZA,DNK,0,16
2020,Algeria,Finland,DZA,FIN,10,5
2020,Algeria,France,DZA,FRA,2134,1200
2020,Algeria,"United Kingdom of Great Britain and Northern Ireland",DZA,GBR,336,403
2020,Algeria,Germany,DZA,DEU,600,1269
2020,Algeria,Greece,DZA,GRC,116,310
2020,Algeria,Croatia,DZA,HRV,0,5
2020,Algeria,Hungary,DZA,HUN,14,0
2020,Algeria,Ireland,DZA,IRL,64,221
2020,Algeria,Italy,DZA,ITA,0,127
2020,Algeria,Luxembourg,DZA,LUX,0,15
2020,Algeria,Montenegro,DZA,MNE,0,10
2020,Algeria,Malta,DZA,MLT,0,28
2020,Algeria,"Netherlands (Kingdom of the)",DZA,NLD,16,343
2020,Algeria,Norway,DZA,NOR,6,5
2020,Algeria,Poland,DZA,POL,0,5
2020,Algeria,Portugal,DZA,PRT,0,9
2020,Algeria,Romania,DZA,ROU,0,12
2020,Algeria,Spain,DZA,ESP,65,1280
2020,Algeria,"Serbia and Kosovo: S/RES/1244 (1999)",DZA,SRB,0,20
2020,Algeria,Slovakia,DZA,SVK,0,6
2020,Algeria,Slovenia,DZA,SVN,0,5
2020,Algeria,Sweden,DZA,SWE,61,62
2020,Algeria,Switzerland,DZA,CHE,178,234
2020,Algeria,Ukraine,DZA,UKR,0,9
2020,Egypt,Albania,EGY,ALB,5,0
2020,Egypt,Armenia,EGY,ARM,5,0
2020,Egypt,Austria,EGY,AUT,231,141
2020,Egypt,Belgium,EGY,BEL,98,95
2020,Egypt,Bulgaria,EGY,BGR,14,12
2020,Egypt,Cyprus,EGY,CYP,119,842
2020,Egypt,Czechia,EGY,CZE,8,6
2020,Egypt,Denmark,EGY,DNK,16,10
2020,Egypt,Estonia,EGY,EST,5,0
2020,Egypt,Finland,EGY,FIN,26,28
2020,Egypt,France,EGY,FRA,1121,556
2020,Egypt,"United Kingdom of Great Britain and Northern Ireland",EGY,GBR,938,662
